2019-04-16 09:15:44,080 INFO main - command line arguments: [-jvm4testexecution  /usr/lib/jvm/java-1.8.0-openjdk-amd64/bin  -mode  jkali  -scope  package  -srcjavafolder  /src/java/  -srctestfolder  /src/test/  -binjavafolder  /target/classes/  -bintestfolder  /target/test-classes/  -location  /home/jan_gerling/astor/defect4j_tests/math_58/  -dependencies  ./examples/libs/junit-4.4.jar  -flthreshold  0.5  -maxtime  100  -stopfirst  true]
2019-04-16 09:15:55,643 INFO main - -Executing Gzoltar classpath: /home/jan_gerling/astor/./outputMutation/AstorMain-math_58//bin//default from 259 classes with test cases
2019-04-16 09:15:55,646 INFO fr.inria.astor.core.faultlocalization.GZoltarFaultLocalization - Gzoltar fault localization: min susp value parameter: 0.5
2019-04-16 09:15:57,607 INFO fr.inria.astor.core.faultlocalization.GZoltarFaultLocalization - -gz-Adding classpath: [/home/jan_gerling/astor/./examples/libs/junit-4.4.jar, /home/jan_gerling/astor/./outputMutation/AstorMain-math_58//bin//default]
2019-04-16 09:20:20,327 INFO fr.inria.astor.core.faultlocalization.GZoltarFaultLocalization - Test failt: org.apache.commons.math.util.FastMathTest#checkMissingFastMathClasses
2019-04-16 09:20:20,334 INFO fr.inria.astor.core.faultlocalization.GZoltarFaultLocalization - Test failt: org.apache.commons.math.optimization.fitting.GaussianFitterTest#testMath519
2019-04-16 09:20:20,339 INFO fr.inria.astor.core.faultlocalization.GZoltarFaultLocalization - Gzoltar Test Result Total:2354, fails: 2, GZoltar suspicious 19965
2019-04-16 09:20:20,389 INFO fr.inria.astor.core.faultlocalization.GZoltarFaultLocalization - Gzoltar found: 2 with susp > 0.5, we consider: 2
2019-04-16 09:20:20,415 INFO main - building model: /home/jan_gerling/astor/./outputMutation/AstorMain-math_58//src//default, compliance level: 8
2019-04-16 09:20:42,574 INFO main - 
---- Initial suspicious size: 0
2019-04-16 09:20:42,678 INFO main - --ModificationPoint:CtInvocationImpl, suspValue 0.0, line 51, file ConvergenceException.java
2019-04-16 09:20:44,694 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 459, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,694 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 463, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,695 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 470, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,696 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 471, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,697 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 472, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,709 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 473, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,718 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 474, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,718 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 478, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,719 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 479, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,719 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 480, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,719 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 481, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,720 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 482, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,720 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 483, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,720 INFO main - --ModificationPoint:CtForImpl, suspValue 0.0, line 477, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,721 INFO main - --ModificationPoint:CtForImpl, suspValue 0.0, line 476, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,721 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 489, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,721 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 490, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,721 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 492, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,721 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 493, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,721 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 494, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,722 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 496, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,722 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 487, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,722 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 501, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,722 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 502, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,722 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 503, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,723 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 505, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,723 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 506, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,723 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 508, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,723 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 499, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,723 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 513, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,724 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 515, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,724 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 516, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,724 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 517, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,724 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 519, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,724 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 511, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,727 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 524, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,727 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 525, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,728 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 526, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,730 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 528, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,731 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 530, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,731 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 522, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,731 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 535, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,731 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 536, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,731 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 538, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,732 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 539, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,732 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 541, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,733 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 533, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,822 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 98, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,822 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 99, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,822 INFO main - --ModificationPoint:CtThrowImpl, suspValue 0.0, line 102, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,822 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 101, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,837 INFO main - --ModificationPoint:CtThrowImpl, suspValue 0.0, line 105, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,837 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 104, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,838 INFO main - --ModificationPoint:CtThrowImpl, suspValue 0.0, line 108, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,838 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 107, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,838 INFO main - --ModificationPoint:CtThrowImpl, suspValue 0.0, line 111, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,838 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 110, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,839 INFO main - --ModificationPoint:CtThrowImpl, suspValue 0.0, line 114, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,839 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 113, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,839 INFO main - --ModificationPoint:CtInvocationImpl, suspValue 0.0, line 117, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,840 INFO main - --ModificationPoint:CtInvocationImpl, suspValue 0.0, line 118, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,840 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 120, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,840 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 121, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,841 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 123, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,841 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 124, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,853 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 125, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,854 INFO main - --ModificationPoint:CtThrowImpl, suspValue 0.0, line 129, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,854 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 128, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,854 INFO main - --ModificationPoint:CtThrowImpl, suspValue 0.0, line 132, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,854 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 131, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,855 INFO main - --ModificationPoint:CtThrowImpl, suspValue 0.0, line 135, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,855 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 134, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,856 INFO main - --ModificationPoint:CtThrowImpl, suspValue 0.0, line 138, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,856 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 137, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,862 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 140, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,865 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 142, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,866 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 143, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,866 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 150, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,866 INFO main - --ModificationPoint:CtForImpl, suspValue 0.0, line 141, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,867 INFO main - --ModificationPoint:CtForImpl, suspValue 0.0, line 127, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,867 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 159, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,867 INFO main - --ModificationPoint:CtThrowImpl, suspValue 0.0, line 161, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,868 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 160, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,868 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 163, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,868 INFO main - --ModificationPoint:CtThrowImpl, suspValue 0.0, line 165, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,868 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 164, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,876 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 168, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,876 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 169, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,876 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 171, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,876 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 181, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,877 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 190, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,877 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 199, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,877 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 208, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,877 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 216, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,877 INFO main - --ModificationPoint:CtInvocationImpl, suspValue 0.0, line 227, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,877 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 226, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,878 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 230, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,878 INFO main - --ModificationPoint:CtThrowImpl, suspValue 0.0, line 232, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,878 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 231, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,878 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 234, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,879 INFO main - --ModificationPoint:CtThrowImpl, suspValue 0.0, line 236, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,879 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 235, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,879 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 239, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,879 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 240, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,879 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 242, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,880 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 249, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,880 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 250, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,880 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 251, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,880 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 255, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,880 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 256, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,881 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 257, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,881 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 258, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,881 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 259, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,882 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 260, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,882 INFO main - --ModificationPoint:CtForImpl, suspValue 0.0, line 254, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,882 INFO main - --ModificationPoint:CtForImpl, suspValue 0.0, line 253, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,882 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 274, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,882 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 273, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,882 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 277, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,883 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 280, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,883 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 279, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,883 INFO main - --ModificationPoint:CtForImpl, suspValue 0.0, line 278, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,883 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 317, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,883 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 320, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,883 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 321, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,884 INFO main - --ModificationPoint:CtOperatorAssignmentImpl, suspValue 0.0, line 323, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,884 INFO main - --ModificationPoint:CtForImpl, suspValue 0.0, line 322, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,884 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 325, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,884 INFO main - --ModificationPoint:CtForImpl, suspValue 0.0, line 319, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,897 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 328, file BicubicSplineInterpolatingFunction.java
2019-04-16 09:20:44,922 INFO main - --ModificationPoint:CtThrowImpl, suspValue 0.0, line 40, file BicubicSplineInterpolator.java
2019-04-16 09:20:44,922 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 39, file BicubicSplineInterpolator.java
2019-04-16 09:20:44,922 INFO main - --ModificationPoint:CtThrowImpl, suspValue 0.0, line 43, file BicubicSplineInterpolator.java
2019-04-16 09:20:44,922 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 42, file BicubicSplineInterpolator.java
2019-04-16 09:20:44,922 INFO main - --ModificationPoint:CtInvocationImpl, suspValue 0.0, line 46, file BicubicSplineInterpolator.java
2019-04-16 09:20:44,923 INFO main - --ModificationPoint:CtInvocationImpl, suspValue 0.0, line 47, file BicubicSplineInterpolator.java
2019-04-16 09:20:44,923 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 49, file BicubicSplineInterpolator.java
2019-04-16 09:20:44,923 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 50, file BicubicSplineInterpolator.java
2019-04-16 09:20:44,923 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 56, file BicubicSplineInterpolator.java
2019-04-16 09:20:44,923 INFO main - --ModificationPoint:CtThrowImpl, suspValue 0.0, line 59, file BicubicSplineInterpolator.java
2019-04-16 09:20:44,923 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 58, file BicubicSplineInterpolator.java
2019-04-16 09:20:44,923 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 63, file BicubicSplineInterpolator.java
2019-04-16 09:20:44,923 INFO main - --ModificationPoint:CtForImpl, suspValue 0.0, line 62, file BicubicSplineInterpolator.java
2019-04-16 09:20:44,924 INFO main - --ModificationPoint:CtForImpl, suspValue 0.0, line 57, file BicubicSplineInterpolator.java
2019-04-16 09:20:44,924 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 67, file BicubicSplineInterpolator.java
2019-04-16 09:20:44,924 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 71, file BicubicSplineInterpolator.java
2019-04-16 09:20:44,924 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 73, file BicubicSplineInterpolator.java
2019-04-16 09:20:44,924 INFO main - --ModificationPoint:CtForImpl, suspValue 0.0, line 72, file BicubicSplineInterpolator.java
2019-04-16 09:20:44,924 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 78, file BicubicSplineInterpolator.java
2019-04-16 09:20:44,924 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 80, file BicubicSplineInterpolator.java
2019-04-16 09:20:44,925 INFO main - --ModificationPoint:CtForImpl, suspValue 0.0, line 79, file BicubicSplineInterpolator.java
2019-04-16 09:20:44,925 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 84, file BicubicSplineInterpolator.java
2019-04-16 09:20:44,925 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 86, file BicubicSplineInterpolator.java
2019-04-16 09:20:44,925 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 88, file BicubicSplineInterpolator.java
2019-04-16 09:20:44,926 INFO main - --ModificationPoint:CtForImpl, suspValue 0.0, line 87, file BicubicSplineInterpolator.java
2019-04-16 09:20:44,926 INFO main - --ModificationPoint:CtForImpl, suspValue 0.0, line 85, file BicubicSplineInterpolator.java
2019-04-16 09:20:44,926 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 93, file BicubicSplineInterpolator.java
2019-04-16 09:20:44,926 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 95, file BicubicSplineInterpolator.java
2019-04-16 09:20:44,927 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 97, file BicubicSplineInterpolator.java
2019-04-16 09:20:44,927 INFO main - --ModificationPoint:CtForImpl, suspValue 0.0, line 96, file BicubicSplineInterpolator.java
2019-04-16 09:20:44,927 INFO main - --ModificationPoint:CtForImpl, suspValue 0.0, line 94, file BicubicSplineInterpolator.java
2019-04-16 09:20:44,927 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 102, file BicubicSplineInterpolator.java
2019-04-16 09:20:44,928 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 104, file BicubicSplineInterpolator.java
2019-04-16 09:20:44,943 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 105, file BicubicSplineInterpolator.java
2019-04-16 09:20:44,944 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 107, file BicubicSplineInterpolator.java
2019-04-16 09:20:44,944 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 108, file BicubicSplineInterpolator.java
2019-04-16 09:20:44,944 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 109, file BicubicSplineInterpolator.java
2019-04-16 09:20:44,946 INFO main - --ModificationPoint:CtForImpl, suspValue 0.0, line 106, file BicubicSplineInterpolator.java
2019-04-16 09:20:44,946 INFO main - --ModificationPoint:CtForImpl, suspValue 0.0, line 103, file BicubicSplineInterpolator.java
2019-04-16 09:20:44,947 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 116, file BicubicSplineInterpolator.java
2019-04-16 09:20:44,947 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 129, file BicubicSplineInterpolator.java
2019-04-16 09:20:44,947 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 130, file BicubicSplineInterpolator.java
2019-04-16 09:20:44,947 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 140, file BicubicSplineInterpolator.java
2019-04-16 09:20:44,947 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 141, file BicubicSplineInterpolator.java
2019-04-16 09:20:44,950 INFO main - --ModificationPoint:CtInvocationImpl, suspValue 0.0, line 60, file DividedDifferenceInterpolator.java
2019-04-16 09:20:44,950 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 70, file DividedDifferenceInterpolator.java
2019-04-16 09:20:44,950 INFO main - --ModificationPoint:CtInvocationImpl, suspValue 0.0, line 71, file DividedDifferenceInterpolator.java
2019-04-16 09:20:44,950 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 73, file DividedDifferenceInterpolator.java
2019-04-16 09:20:44,951 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 74, file DividedDifferenceInterpolator.java
2019-04-16 09:20:44,951 INFO main - --ModificationPoint:CtInvocationImpl, suspValue 0.0, line 98, file DividedDifferenceInterpolator.java
2019-04-16 09:20:44,951 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 100, file DividedDifferenceInterpolator.java
2019-04-16 09:20:44,951 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 102, file DividedDifferenceInterpolator.java
