2019-04-17 08:13:23,219 INFO main - command line arguments: [-jvm4testexecution  /usr/lib/jvm/java-1.8.0-openjdk-amd64/bin  -mode  jkali  -scope  local  -srcjavafolder  /src/java/  -srctestfolder  /src/test/  -binjavafolder  /target/classes/  -bintestfolder  /target/test-classes/  -location  /home/jan_gerling/astor/defect4j_tests/math_51/  -dependencies  ./examples/libs/junit-4.4.jar  -flthreshold  0.5  -maxtime  100  -stopfirst  true]
2019-04-17 08:13:35,527 INFO main - -Executing Gzoltar classpath: /home/jan_gerling/astor/./outputMutation/AstorMain-math_51//bin//default from 285 classes with test cases
2019-04-17 08:13:35,529 INFO fr.inria.astor.core.faultlocalization.GZoltarFaultLocalization - Gzoltar fault localization: min susp value parameter: 0.5
2019-04-17 08:13:36,168 INFO fr.inria.astor.core.faultlocalization.GZoltarFaultLocalization - -gz-Adding classpath: [/home/jan_gerling/astor/./outputMutation/AstorMain-math_51//bin//default, /home/jan_gerling/astor/./examples/libs/junit-4.4.jar]
2019-04-17 08:15:38,579 INFO fr.inria.astor.core.faultlocalization.GZoltarFaultLocalization - Test failt: org.apache.commons.math.analysis.solvers.RegulaFalsiSolverTest#testIssue631
2019-04-17 08:15:38,582 INFO fr.inria.astor.core.faultlocalization.GZoltarFaultLocalization - Test failt: org.apache.commons.math.util.FastMathTest#checkMissingFastMathClasses
2019-04-17 08:15:38,591 INFO fr.inria.astor.core.faultlocalization.GZoltarFaultLocalization - Gzoltar Test Result Total:2941, fails: 2, GZoltar suspicious 24199
2019-04-17 08:15:38,603 INFO fr.inria.astor.core.faultlocalization.GZoltarFaultLocalization - Gzoltar found: 2 with susp > 0.5, we consider: 2
2019-04-17 08:15:38,613 INFO main - building model: /home/jan_gerling/astor/./outputMutation/AstorMain-math_51//src//default, compliance level: 8
2019-04-17 08:15:48,299 INFO main - 
---- Initial suspicious size: 0
2019-04-17 08:15:48,328 INFO main - --ModificationPoint:CtInvocationImpl, suspValue 0.0, line 48, file MathConfigurationException.java
2019-04-17 08:15:51,488 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 122, file Line.java
2019-04-17 08:15:51,488 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 123, file Line.java
2019-04-17 08:15:51,488 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 131, file Line.java
2019-04-17 08:15:51,488 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 139, file Line.java
2019-04-17 08:15:51,488 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 140, file Line.java
2019-04-17 08:15:51,488 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 141, file Line.java
2019-04-17 08:15:51,488 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 150, file Line.java
2019-04-17 08:15:51,488 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 153, file Line.java
2019-04-17 08:15:51,488 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 151, file Line.java
2019-04-17 08:15:51,488 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 157, file Line.java
2019-04-17 08:15:51,488 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 160, file Line.java
2019-04-17 08:15:51,500 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 54, file OutlineExtractor.java
2019-04-17 08:15:51,500 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 55, file OutlineExtractor.java
2019-04-17 08:15:51,500 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 56, file OutlineExtractor.java
2019-04-17 08:15:51,500 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 66, file OutlineExtractor.java
2019-04-17 08:15:51,500 INFO main - --ModificationPoint:CtInvocationImpl, suspValue 0.0, line 67, file OutlineExtractor.java
2019-04-17 08:15:51,500 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 68, file OutlineExtractor.java
2019-04-17 08:15:51,500 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 71, file OutlineExtractor.java
2019-04-17 08:15:51,500 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 73, file OutlineExtractor.java
2019-04-17 08:15:51,500 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 74, file OutlineExtractor.java
2019-04-17 08:15:51,500 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 75, file OutlineExtractor.java
2019-04-17 08:15:51,500 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 80, file OutlineExtractor.java
2019-04-17 08:15:51,500 INFO main - --ModificationPoint:CtForImpl, suspValue 0.0, line 79, file OutlineExtractor.java
2019-04-17 08:15:51,501 INFO main - --ModificationPoint:CtUnaryOperatorImpl, suspValue 0.0, line 82, file OutlineExtractor.java
2019-04-17 08:15:51,501 INFO main - --ModificationPoint:CtUnaryOperatorImpl, suspValue 0.0, line 85, file OutlineExtractor.java
2019-04-17 08:15:51,501 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 77, file OutlineExtractor.java
2019-04-17 08:15:51,501 INFO main - --ModificationPoint:CtWhileImpl, suspValue 0.0, line 76, file OutlineExtractor.java
2019-04-17 08:15:51,501 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 90, file OutlineExtractor.java
2019-04-17 08:15:51,501 INFO main - --ModificationPoint:CtInvocationImpl, suspValue 0.0, line 91, file OutlineExtractor.java
2019-04-17 08:15:51,501 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 88, file OutlineExtractor.java
2019-04-17 08:15:51,501 INFO main - --ModificationPoint:CtForImpl, suspValue 0.0, line 72, file OutlineExtractor.java
2019-04-17 08:15:51,501 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 95, file OutlineExtractor.java
2019-04-17 08:15:51,501 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 108, file OutlineExtractor.java
2019-04-17 08:15:51,501 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 109, file OutlineExtractor.java
2019-04-17 08:15:51,501 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 110, file OutlineExtractor.java
2019-04-17 08:15:51,501 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 111, file OutlineExtractor.java
2019-04-17 08:15:51,501 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 112, file OutlineExtractor.java
2019-04-17 08:15:51,502 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 113, file OutlineExtractor.java
2019-04-17 08:15:51,502 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 114, file OutlineExtractor.java
2019-04-17 08:15:51,502 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 115, file OutlineExtractor.java
2019-04-17 08:15:51,502 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 116, file OutlineExtractor.java
2019-04-17 08:15:51,502 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 117, file OutlineExtractor.java
2019-04-17 08:15:51,502 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 118, file OutlineExtractor.java
2019-04-17 08:15:51,502 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 130, file OutlineExtractor.java
2019-04-17 08:15:51,503 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 135, file OutlineExtractor.java
2019-04-17 08:15:51,503 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 141, file OutlineExtractor.java
2019-04-17 08:15:51,504 INFO main - --ModificationPoint:CtInvocationImpl, suspValue 0.0, line 144, file OutlineExtractor.java
2019-04-17 08:15:51,504 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 143, file OutlineExtractor.java
2019-04-17 08:15:51,505 INFO main - --ModificationPoint:CtInvocationImpl, suspValue 0.0, line 147, file OutlineExtractor.java
2019-04-17 08:15:51,505 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 146, file OutlineExtractor.java
2019-04-17 08:15:51,506 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 163, file OutlineExtractor.java
2019-04-17 08:15:51,506 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 165, file OutlineExtractor.java
2019-04-17 08:15:51,507 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 167, file OutlineExtractor.java
2019-04-17 08:15:51,507 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 169, file OutlineExtractor.java
2019-04-17 08:15:51,507 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 175, file OutlineExtractor.java
2019-04-17 08:15:51,508 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 177, file OutlineExtractor.java
2019-04-17 08:15:51,508 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 178, file OutlineExtractor.java
2019-04-17 08:15:51,509 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 180, file OutlineExtractor.java
2019-04-17 08:15:51,509 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 182, file OutlineExtractor.java
2019-04-17 08:15:51,510 INFO main - --ModificationPoint:CtForImpl, suspValue 0.0, line 181, file OutlineExtractor.java
2019-04-17 08:15:51,510 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 186, file OutlineExtractor.java
2019-04-17 08:15:51,511 INFO main - --ModificationPoint:CtForImpl, suspValue 0.0, line 185, file OutlineExtractor.java
2019-04-17 08:15:51,511 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 179, file OutlineExtractor.java
2019-04-17 08:15:51,512 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 189, file OutlineExtractor.java
2019-04-17 08:15:51,512 INFO main - --ModificationPoint:CtForImpl, suspValue 0.0, line 176, file OutlineExtractor.java
2019-04-17 08:15:51,513 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 193, file OutlineExtractor.java
2019-04-17 08:15:51,513 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 172, file OutlineExtractor.java
2019-04-17 08:15:51,513 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 198, file OutlineExtractor.java
2019-04-17 08:15:51,514 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 200, file OutlineExtractor.java
2019-04-17 08:15:51,514 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 201, file OutlineExtractor.java
2019-04-17 08:15:51,515 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 202, file OutlineExtractor.java
2019-04-17 08:15:51,515 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 203, file OutlineExtractor.java
2019-04-17 08:15:51,516 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 204, file OutlineExtractor.java
2019-04-17 08:15:51,516 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 208, file OutlineExtractor.java
2019-04-17 08:15:51,517 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 209, file OutlineExtractor.java
2019-04-17 08:15:51,517 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 211, file OutlineExtractor.java
2019-04-17 08:15:51,518 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 213, file OutlineExtractor.java
2019-04-17 08:15:51,518 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 218, file OutlineExtractor.java
2019-04-17 08:15:51,519 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 219, file OutlineExtractor.java
2019-04-17 08:15:51,519 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 221, file OutlineExtractor.java
2019-04-17 08:15:51,520 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 215, file OutlineExtractor.java
2019-04-17 08:15:51,520 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 228, file OutlineExtractor.java
2019-04-17 08:15:51,521 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 230, file OutlineExtractor.java
2019-04-17 08:15:51,521 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 224, file OutlineExtractor.java
2019-04-17 08:15:51,522 INFO main - --ModificationPoint:CtInvocationImpl, suspValue 0.0, line 233, file OutlineExtractor.java
2019-04-17 08:15:51,522 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 235, file OutlineExtractor.java
2019-04-17 08:15:51,523 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 236, file OutlineExtractor.java
2019-04-17 08:15:51,523 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 237, file OutlineExtractor.java
2019-04-17 08:15:51,524 INFO main - --ModificationPoint:CtWhileImpl, suspValue 0.0, line 206, file OutlineExtractor.java
2019-04-17 08:15:51,524 INFO main - --ModificationPoint:CtForEachImpl, suspValue 0.0, line 199, file OutlineExtractor.java
2019-04-17 08:15:51,525 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 241, file OutlineExtractor.java
2019-04-17 08:15:51,525 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 244, file OutlineExtractor.java
2019-04-17 08:15:51,526 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 168, file OutlineExtractor.java
2019-04-17 08:15:51,526 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 253, file OutlineExtractor.java
2019-04-17 08:15:51,533 INFO main - --ModificationPoint:CtInvocationImpl, suspValue 0.0, line 54, file Plane.java
2019-04-17 08:15:51,533 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 55, file Plane.java
2019-04-17 08:15:51,534 INFO main - --ModificationPoint:CtInvocationImpl, suspValue 0.0, line 56, file Plane.java
2019-04-17 08:15:51,534 INFO main - --ModificationPoint:CtInvocationImpl, suspValue 0.0, line 65, file Plane.java
2019-04-17 08:15:51,534 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 66, file Plane.java
2019-04-17 08:15:51,534 INFO main - --ModificationPoint:CtInvocationImpl, suspValue 0.0, line 79, file Plane.java
2019-04-17 08:15:51,534 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 89, file Plane.java
2019-04-17 08:15:51,534 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 90, file Plane.java
2019-04-17 08:15:51,534 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 91, file Plane.java
2019-04-17 08:15:51,534 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 92, file Plane.java
2019-04-17 08:15:51,534 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 93, file Plane.java
2019-04-17 08:15:51,535 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 103, file Plane.java
2019-04-17 08:15:51,535 INFO main - --ModificationPoint:CtInvocationImpl, suspValue 0.0, line 111, file Plane.java
2019-04-17 08:15:51,535 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 112, file Plane.java
2019-04-17 08:15:51,535 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 123, file Plane.java
2019-04-17 08:15:51,535 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 124, file Plane.java
2019-04-17 08:15:51,535 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 125, file Plane.java
2019-04-17 08:15:51,535 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 126, file Plane.java
2019-04-17 08:15:51,535 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 127, file Plane.java
2019-04-17 08:15:51,536 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 135, file Plane.java
2019-04-17 08:15:51,536 INFO main - --ModificationPoint:CtThrowImpl, suspValue 0.0, line 137, file Plane.java
2019-04-17 08:15:51,536 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 136, file Plane.java
2019-04-17 08:15:51,536 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 139, file Plane.java
2019-04-17 08:15:51,536 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 145, file Plane.java
2019-04-17 08:15:51,536 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 146, file Plane.java
2019-04-17 08:15:51,536 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 147, file Plane.java
2019-04-17 08:15:51,536 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 157, file Plane.java
2019-04-17 08:15:51,537 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 169, file Plane.java
2019-04-17 08:15:51,537 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 181, file Plane.java
2019-04-17 08:15:51,537 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 193, file Plane.java
2019-04-17 08:15:51,537 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 208, file Plane.java
2019-04-17 08:15:51,537 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 209, file Plane.java
2019-04-17 08:15:51,537 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 210, file Plane.java
2019-04-17 08:15:51,537 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 211, file Plane.java
2019-04-17 08:15:51,537 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 212, file Plane.java
2019-04-17 08:15:51,537 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 223, file Plane.java
2019-04-17 08:15:51,538 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 224, file Plane.java
2019-04-17 08:15:51,538 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 235, file Plane.java
2019-04-17 08:15:51,538 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 236, file Plane.java
2019-04-17 08:15:51,538 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 247, file Plane.java
2019-04-17 08:15:51,538 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 258, file Plane.java
2019-04-17 08:15:51,538 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 259, file Plane.java
2019-04-17 08:15:51,538 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 271, file Plane.java
2019-04-17 08:15:51,538 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 272, file Plane.java
2019-04-17 08:15:51,539 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 276, file Plane.java
2019-04-17 08:15:51,539 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 277, file Plane.java
2019-04-17 08:15:51,539 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 279, file Plane.java
2019-04-17 08:15:51,539 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 290, file Plane.java
2019-04-17 08:15:51,539 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 293, file Plane.java
2019-04-17 08:15:51,539 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 294, file Plane.java
2019-04-17 08:15:51,539 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 306, file Plane.java
2019-04-17 08:15:51,539 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 307, file Plane.java
2019-04-17 08:15:51,539 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 309, file Plane.java
2019-04-17 08:15:51,540 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 308, file Plane.java
2019-04-17 08:15:51,540 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 311, file Plane.java
2019-04-17 08:15:51,540 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 312, file Plane.java
2019-04-17 08:15:51,540 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 313, file Plane.java
2019-04-17 08:15:51,540 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 322, file Plane.java
2019-04-17 08:15:51,540 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 323, file Plane.java
2019-04-17 08:15:51,540 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 326, file Plane.java
2019-04-17 08:15:51,540 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 339, file Plane.java
2019-04-17 08:15:51,541 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 340, file Plane.java
2019-04-17 08:15:51,541 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 341, file Plane.java
2019-04-17 08:15:51,541 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 342, file Plane.java
2019-04-17 08:15:51,541 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 344, file Plane.java
2019-04-17 08:15:51,541 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 345, file Plane.java
2019-04-17 08:15:51,541 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 346, file Plane.java
2019-04-17 08:15:51,541 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 347, file Plane.java
2019-04-17 08:15:51,541 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 349, file Plane.java
2019-04-17 08:15:51,541 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 350, file Plane.java
2019-04-17 08:15:51,542 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 351, file Plane.java
2019-04-17 08:15:51,542 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 352, file Plane.java
2019-04-17 08:15:51,542 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 356, file Plane.java
2019-04-17 08:15:51,542 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 357, file Plane.java
2019-04-17 08:15:51,542 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 358, file Plane.java
2019-04-17 08:15:51,542 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 359, file Plane.java
2019-04-17 08:15:51,542 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 360, file Plane.java
2019-04-17 08:15:51,542 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 364, file Plane.java
2019-04-17 08:15:51,543 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 365, file Plane.java
2019-04-17 08:15:51,543 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 376, file Plane.java
2019-04-17 08:15:51,543 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 384, file Plane.java
2019-04-17 08:15:51,543 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 392, file Plane.java
2019-04-17 08:15:51,543 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 406, file Plane.java
2019-04-17 08:15:51,543 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 418, file Plane.java
2019-04-17 08:15:51,543 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 427, file Plane.java
2019-04-17 08:15:51,560 INFO main - --ModificationPoint:CtInvocationImpl, suspValue 0.0, line 98, file PolyhedronsSet.java
2019-04-17 08:15:51,560 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 109, file PolyhedronsSet.java
2019-04-17 08:15:51,561 INFO main - --ModificationPoint:CtInvocationImpl, suspValue 0.0, line 116, file PolyhedronsSet.java
2019-04-17 08:15:51,561 INFO main - --ModificationPoint:CtInvocationImpl, suspValue 0.0, line 121, file PolyhedronsSet.java
2019-04-17 08:15:51,561 INFO main - --ModificationPoint:CtInvocationImpl, suspValue 0.0, line 122, file PolyhedronsSet.java
2019-04-17 08:15:51,561 INFO main - --ModificationPoint:CtInvocationImpl, suspValue 0.0, line 125, file PolyhedronsSet.java
2019-04-17 08:15:51,561 INFO main - --ModificationPoint:CtInvocationImpl, suspValue 0.0, line 126, file PolyhedronsSet.java
2019-04-17 08:15:51,561 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 118, file PolyhedronsSet.java
2019-04-17 08:15:51,561 INFO main - --ModificationPoint:CtInvocationImpl, suspValue 0.0, line 136, file PolyhedronsSet.java
2019-04-17 08:15:51,561 INFO main - --ModificationPoint:CtInvocationImpl, suspValue 0.0, line 137, file PolyhedronsSet.java
2019-04-17 08:15:51,561 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 142, file PolyhedronsSet.java
2019-04-17 08:15:51,561 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 148, file PolyhedronsSet.java
2019-04-17 08:15:51,561 INFO main - --ModificationPoint:CtInvocationImpl, suspValue 0.0, line 151, file PolyhedronsSet.java
2019-04-17 08:15:51,561 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 150, file PolyhedronsSet.java
2019-04-17 08:15:51,561 INFO main - --ModificationPoint:CtInvocationImpl, suspValue 0.0, line 154, file PolyhedronsSet.java
2019-04-17 08:15:51,561 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 153, file PolyhedronsSet.java
2019-04-17 08:15:51,561 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 168, file PolyhedronsSet.java
2019-04-17 08:15:51,561 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 169, file PolyhedronsSet.java
2019-04-17 08:15:51,561 INFO main - --ModificationPoint:CtInvocationImpl, suspValue 0.0, line 172, file PolyhedronsSet.java
2019-04-17 08:15:51,561 INFO main - --ModificationPoint:CtInvocationImpl, suspValue 0.0, line 173, file PolyhedronsSet.java
2019-04-17 08:15:51,561 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 176, file PolyhedronsSet.java
2019-04-17 08:15:51,561 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 177, file PolyhedronsSet.java
2019-04-17 08:15:51,561 INFO main - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 178, file PolyhedronsSet.java
2019-04-17 08:15:51,561 INFO main - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 180, file PolyhedronsSet.java
2019-04-17 08:15:51,561 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 179, file PolyhedronsSet.java
2019-04-17 08:15:51,561 INFO main - --ModificationPoint:CtInvocationImpl, suspValue 0.0, line 183, file PolyhedronsSet.java
2019-04-17 08:15:51,561 INFO main - --ModificationPoint:CtInvocationImpl, suspValue 0.0, line 184, file PolyhedronsSet.java
2019-04-17 08:15:51,561 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 171, file PolyhedronsSet.java
2019-04-17 08:15:51,561 INFO main - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 200, file PolyhedronsSet.java
