2019-04-16 07:25:51,159 INFO main - command line arguments: [-jvm4testexecution  /usr/lib/jvm/java-1.8.0-openjdk-amd64/bin  -mode  jmutrepair  -scope  package  -srcjavafolder  /src/java/  -srctestfolder  /src/test/  -binjavafolder  /target/classes/  -bintestfolder  /target/test-classes/  -location  /home/jan_gerling/astor/defect4j_tests/math_58/  -dependencies  ./examples/libs/junit-4.4.jar  -flthreshold  0.5  -maxtime  100  -stopfirst  true]
2019-04-16 07:25:54,127 INFO main - -Executing Gzoltar classpath: /home/jan_gerling/astor/./outputMutation/AstorMain-math_58//bin//default from 259 classes with test cases
2019-04-16 07:25:54,138 INFO fr.inria.astor.core.faultlocalization.GZoltarFaultLocalization - Gzoltar fault localization: min susp value parameter: 0.5
2019-04-16 07:25:56,440 INFO fr.inria.astor.core.faultlocalization.GZoltarFaultLocalization - -gz-Adding classpath: [/home/jan_gerling/astor/./examples/libs/junit-4.4.jar, /home/jan_gerling/astor/./outputMutation/AstorMain-math_58//bin//default]
2019-04-16 07:30:13,797 INFO fr.inria.astor.core.faultlocalization.GZoltarFaultLocalization - Test failt: org.apache.commons.math.util.FastMathTest#checkMissingFastMathClasses
2019-04-16 07:30:13,800 INFO fr.inria.astor.core.faultlocalization.GZoltarFaultLocalization - Test failt: org.apache.commons.math.optimization.fitting.GaussianFitterTest#testMath519
2019-04-16 07:30:13,805 INFO fr.inria.astor.core.faultlocalization.GZoltarFaultLocalization - Gzoltar Test Result Total:2354, fails: 2, GZoltar suspicious 19964
2019-04-16 07:30:13,835 INFO fr.inria.astor.core.faultlocalization.GZoltarFaultLocalization - Gzoltar found: 2 with susp > 0.5, we consider: 2
2019-04-16 07:30:13,877 INFO main - building model: /home/jan_gerling/astor/./outputMutation/AstorMain-math_58//src//default, compliance level: 8
2019-04-16 07:30:35,243 INFO main - 
---- Initial suspicious size: 0
2019-04-16 07:30:35,401 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 168, file MathException.java
2019-04-16 07:30:37,557 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 872, file AbstractFieldMatrix.java
2019-04-16 07:30:37,558 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 877, file AbstractFieldMatrix.java
2019-04-16 07:30:37,558 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 899, file AbstractFieldMatrix.java
2019-04-16 07:30:37,558 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 902, file AbstractFieldMatrix.java
2019-04-16 07:30:37,558 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 908, file AbstractFieldMatrix.java
2019-04-16 07:30:37,569 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 913, file AbstractFieldMatrix.java
2019-04-16 07:30:37,569 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 948, file AbstractFieldMatrix.java
2019-04-16 07:30:37,569 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 961, file AbstractFieldMatrix.java
2019-04-16 07:30:37,569 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 983, file AbstractFieldMatrix.java
2019-04-16 07:30:37,569 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 990, file AbstractFieldMatrix.java
2019-04-16 07:30:37,569 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 1007, file AbstractFieldMatrix.java
2019-04-16 07:30:37,569 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 1011, file AbstractFieldMatrix.java
2019-04-16 07:30:37,569 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 1032, file AbstractFieldMatrix.java
2019-04-16 07:30:37,569 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 1047, file AbstractFieldMatrix.java
2019-04-16 07:30:37,570 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 1062, file AbstractFieldMatrix.java
2019-04-16 07:30:37,574 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 51, file AbstractRealMatrix.java
2019-04-16 07:30:37,575 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 54, file AbstractRealMatrix.java
2019-04-16 07:30:37,764 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 193, file AbstractRealMatrix.java
2019-04-16 07:30:37,764 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 277, file AbstractRealMatrix.java
2019-04-16 07:30:37,765 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 313, file AbstractRealMatrix.java
2019-04-16 07:30:37,765 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 331, file AbstractRealMatrix.java
2019-04-16 07:30:37,765 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 336, file AbstractRealMatrix.java
2019-04-16 07:30:37,765 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 341, file AbstractRealMatrix.java
2019-04-16 07:30:37,765 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 374, file AbstractRealMatrix.java
2019-04-16 07:30:37,765 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 401, file AbstractRealMatrix.java
2019-04-16 07:30:37,765 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 421, file AbstractRealMatrix.java
2019-04-16 07:30:37,765 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 439, file AbstractRealMatrix.java
2019-04-16 07:30:37,765 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 464, file AbstractRealMatrix.java
2019-04-16 07:30:37,765 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 488, file AbstractRealMatrix.java
2019-04-16 07:30:37,765 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 541, file AbstractRealMatrix.java
2019-04-16 07:30:37,765 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 555, file AbstractRealMatrix.java
2019-04-16 07:30:37,765 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 578, file AbstractRealMatrix.java
2019-04-16 07:30:37,765 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 600, file AbstractRealMatrix.java
2019-04-16 07:30:37,765 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 624, file AbstractRealMatrix.java
2019-04-16 07:30:37,765 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 799, file AbstractRealMatrix.java
2019-04-16 07:30:37,766 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 804, file AbstractRealMatrix.java
2019-04-16 07:30:37,766 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 826, file AbstractRealMatrix.java
2019-04-16 07:30:37,766 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 829, file AbstractRealMatrix.java
2019-04-16 07:30:37,766 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 835, file AbstractRealMatrix.java
2019-04-16 07:30:37,783 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 840, file AbstractRealMatrix.java
2019-04-16 07:30:37,795 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 63, file AbstractRealVector.java
2019-04-16 07:30:37,795 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 75, file AbstractRealVector.java
2019-04-16 07:30:37,795 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 111, file AbstractRealVector.java
2019-04-16 07:30:37,795 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 139, file AbstractRealVector.java
2019-04-16 07:30:37,795 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 160, file AbstractRealVector.java
2019-04-16 07:30:37,795 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 306, file AbstractRealVector.java
2019-04-16 07:30:37,795 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 332, file AbstractRealVector.java
2019-04-16 07:30:37,795 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 382, file AbstractRealVector.java
2019-04-16 07:30:37,804 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 549, file AbstractRealVector.java
2019-04-16 07:30:37,824 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 558, file AbstractRealVector.java
2019-04-16 07:30:37,853 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 564, file AbstractRealVector.java
2019-04-16 07:30:37,884 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 577, file AbstractRealVector.java
2019-04-16 07:30:37,888 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 112, file Array2DRowFieldMatrix.java
2019-04-16 07:30:37,888 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 116, file Array2DRowFieldMatrix.java
2019-04-16 07:30:37,889 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 120, file Array2DRowFieldMatrix.java
2019-04-16 07:30:37,889 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 124, file Array2DRowFieldMatrix.java
2019-04-16 07:30:37,889 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 109, file Array2DRowFieldMatrix.java
2019-04-16 07:30:37,889 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 267, file Array2DRowFieldMatrix.java
2019-04-16 07:30:37,889 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 270, file Array2DRowFieldMatrix.java
2019-04-16 07:30:37,889 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 284, file Array2DRowFieldMatrix.java
2019-04-16 07:30:37,889 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 266, file Array2DRowFieldMatrix.java
2019-04-16 07:30:37,889 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 348, file Array2DRowFieldMatrix.java
2019-04-16 07:30:37,889 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 368, file Array2DRowFieldMatrix.java
2019-04-16 07:30:37,899 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 118, file Array2DRowRealMatrix.java
2019-04-16 07:30:37,900 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 122, file Array2DRowRealMatrix.java
2019-04-16 07:30:37,900 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 126, file Array2DRowRealMatrix.java
2019-04-16 07:30:37,900 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 130, file Array2DRowRealMatrix.java
2019-04-16 07:30:37,900 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 115, file Array2DRowRealMatrix.java
2019-04-16 07:30:37,900 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 272, file Array2DRowRealMatrix.java
2019-04-16 07:30:37,900 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 275, file Array2DRowRealMatrix.java
2019-04-16 07:30:37,900 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 289, file Array2DRowRealMatrix.java
2019-04-16 07:30:37,900 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 271, file Array2DRowRealMatrix.java
2019-04-16 07:30:37,901 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 345, file Array2DRowRealMatrix.java
2019-04-16 07:30:37,901 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 365, file Array2DRowRealMatrix.java
2019-04-16 07:30:37,905 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 97, file ArrayFieldVector.java
2019-04-16 07:30:37,905 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 117, file ArrayFieldVector.java
2019-04-16 07:30:37,905 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 146, file ArrayFieldVector.java
2019-04-16 07:30:37,906 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 149, file ArrayFieldVector.java
2019-04-16 07:30:37,906 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 172, file ArrayFieldVector.java
2019-04-16 07:30:37,906 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 190, file ArrayFieldVector.java
2019-04-16 07:30:37,906 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 193, file ArrayFieldVector.java
2019-04-16 07:30:37,906 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 208, file ArrayFieldVector.java
2019-04-16 07:30:37,906 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 225, file ArrayFieldVector.java
2019-04-16 07:30:37,906 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 241, file ArrayFieldVector.java
2019-04-16 07:30:37,906 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 257, file ArrayFieldVector.java
2019-04-16 07:30:37,907 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 276, file ArrayFieldVector.java
2019-04-16 07:30:37,907 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 295, file ArrayFieldVector.java
2019-04-16 07:30:37,907 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 321, file ArrayFieldVector.java
2019-04-16 07:30:37,907 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 325, file ArrayFieldVector.java
2019-04-16 07:30:37,907 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 346, file ArrayFieldVector.java
2019-04-16 07:30:37,907 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 834, file ArrayFieldVector.java
2019-04-16 07:30:37,907 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 848, file ArrayFieldVector.java
2019-04-16 07:30:37,907 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 851, file ArrayFieldVector.java
2019-04-16 07:30:37,907 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 858, file ArrayFieldVector.java
2019-04-16 07:30:37,908 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 863, file ArrayFieldVector.java
2019-04-16 07:30:37,908 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 895, file ArrayFieldVector.java
2019-04-16 07:30:37,926 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 103, file ArrayRealVector.java
2019-04-16 07:30:37,926 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 120, file ArrayRealVector.java
2019-04-16 07:30:37,926 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 123, file ArrayRealVector.java
2019-04-16 07:30:37,926 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 152, file ArrayRealVector.java
2019-04-16 07:30:37,926 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 155, file ArrayRealVector.java
2019-04-16 07:30:37,926 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 171, file ArrayRealVector.java
2019-04-16 07:30:37,926 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 290, file ArrayRealVector.java
2019-04-16 07:30:37,927 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 330, file ArrayRealVector.java
2019-04-16 07:30:37,927 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 420, file ArrayRealVector.java
2019-04-16 07:30:37,927 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 456, file ArrayRealVector.java
2019-04-16 07:30:37,927 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 510, file ArrayRealVector.java
2019-04-16 07:30:37,927 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 580, file ArrayRealVector.java
2019-04-16 07:30:37,927 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 627, file ArrayRealVector.java
2019-04-16 07:30:37,927 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 674, file ArrayRealVector.java
2019-04-16 07:30:37,927 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 721, file ArrayRealVector.java
2019-04-16 07:30:37,927 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 763, file ArrayRealVector.java
2019-04-16 07:30:37,927 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 945, file ArrayRealVector.java
2019-04-16 07:30:37,928 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 958, file ArrayRealVector.java
2019-04-16 07:30:37,928 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 973, file ArrayRealVector.java
2019-04-16 07:30:37,928 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 978, file ArrayRealVector.java
2019-04-16 07:30:37,928 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 1002, file ArrayRealVector.java
2019-04-16 07:30:37,928 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 1006, file ArrayRealVector.java
2019-04-16 07:30:37,928 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 1011, file ArrayRealVector.java
2019-04-16 07:30:37,928 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 1015, file ArrayRealVector.java
2019-04-16 07:30:37,929 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 1020, file ArrayRealVector.java
2019-04-16 07:30:37,929 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 1035, file ArrayRealVector.java
2019-04-16 07:30:37,932 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 75, file BiDiagonalTransformer.java
2019-04-16 07:30:37,945 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 108, file BiDiagonalTransformer.java
2019-04-16 07:30:37,945 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 122, file BiDiagonalTransformer.java
2019-04-16 07:30:37,945 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 90, file BiDiagonalTransformer.java
2019-04-16 07:30:37,945 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 147, file BiDiagonalTransformer.java
2019-04-16 07:30:37,946 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 151, file BiDiagonalTransformer.java
2019-04-16 07:30:37,946 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 146, file BiDiagonalTransformer.java
2019-04-16 07:30:37,946 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 139, file BiDiagonalTransformer.java
2019-04-16 07:30:37,946 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 189, file BiDiagonalTransformer.java
2019-04-16 07:30:37,946 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 203, file BiDiagonalTransformer.java
2019-04-16 07:30:37,946 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 171, file BiDiagonalTransformer.java
2019-04-16 07:30:37,947 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 272, file BiDiagonalTransformer.java
2019-04-16 07:30:37,947 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 297, file BiDiagonalTransformer.java
2019-04-16 07:30:37,947 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 288, file BiDiagonalTransformer.java
2019-04-16 07:30:37,947 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 336, file BiDiagonalTransformer.java
2019-04-16 07:30:37,948 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 361, file BiDiagonalTransformer.java
2019-04-16 07:30:37,948 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 351, file BiDiagonalTransformer.java
2019-04-16 07:30:37,966 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 150, file BlockFieldMatrix.java
2019-04-16 07:30:37,966 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 162, file BlockFieldMatrix.java
2019-04-16 07:30:37,967 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 166, file BlockFieldMatrix.java
2019-04-16 07:30:37,967 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 207, file BlockFieldMatrix.java
2019-04-16 07:30:37,968 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 670, file BlockFieldMatrix.java
2019-04-16 07:30:37,968 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 702, file BlockFieldMatrix.java
2019-04-16 07:30:37,968 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 668, file BlockFieldMatrix.java
2019-04-16 07:30:37,969 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 764, file BlockFieldMatrix.java
2019-04-16 07:30:37,969 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 771, file BlockFieldMatrix.java
2019-04-16 07:30:37,969 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 824, file BlockFieldMatrix.java
2019-04-16 07:30:37,970 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 863, file BlockFieldMatrix.java
2019-04-16 07:30:37,970 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 880, file BlockFieldMatrix.java
2019-04-16 07:30:37,971 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 909, file BlockFieldMatrix.java
2019-04-16 07:30:37,971 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 945, file BlockFieldMatrix.java
2019-04-16 07:30:37,971 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 963, file BlockFieldMatrix.java
2019-04-16 07:30:37,971 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 1059, file BlockFieldMatrix.java
2019-04-16 07:30:37,972 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 1102, file BlockFieldMatrix.java
2019-04-16 07:30:37,972 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 1232, file BlockFieldMatrix.java
2019-04-16 07:30:37,972 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 1274, file BlockFieldMatrix.java
2019-04-16 07:30:37,992 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 146, file BlockRealMatrix.java
2019-04-16 07:30:37,992 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 158, file BlockRealMatrix.java
2019-04-16 07:30:37,993 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 162, file BlockRealMatrix.java
2019-04-16 07:30:37,993 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 199, file BlockRealMatrix.java
2019-04-16 07:30:37,993 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 677, file BlockRealMatrix.java
2019-04-16 07:30:37,994 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 709, file BlockRealMatrix.java
2019-04-16 07:30:37,994 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 675, file BlockRealMatrix.java
2019-04-16 07:30:37,994 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 771, file BlockRealMatrix.java
2019-04-16 07:30:38,000 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 778, file BlockRealMatrix.java
2019-04-16 07:30:38,000 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 831, file BlockRealMatrix.java
2019-04-16 07:30:38,000 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 870, file BlockRealMatrix.java
2019-04-16 07:30:38,001 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 887, file BlockRealMatrix.java
2019-04-16 07:30:38,001 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 916, file BlockRealMatrix.java
2019-04-16 07:30:38,001 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 952, file BlockRealMatrix.java
2019-04-16 07:30:38,002 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 970, file BlockRealMatrix.java
2019-04-16 07:30:38,002 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 1066, file BlockRealMatrix.java
2019-04-16 07:30:38,002 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 1109, file BlockRealMatrix.java
2019-04-16 07:30:38,002 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 1222, file BlockRealMatrix.java
2019-04-16 07:30:38,003 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 1261, file BlockRealMatrix.java
2019-04-16 07:30:38,004 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 97, file CholeskyDecompositionImpl.java
2019-04-16 07:30:38,005 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 118, file CholeskyDecompositionImpl.java
2019-04-16 07:30:38,005 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 131, file CholeskyDecompositionImpl.java
2019-04-16 07:30:38,005 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 150, file CholeskyDecompositionImpl.java
2019-04-16 07:30:38,005 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 159, file CholeskyDecompositionImpl.java
2019-04-16 07:30:38,006 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 204, file CholeskyDecompositionImpl.java
2019-04-16 07:30:38,006 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 239, file CholeskyDecompositionImpl.java
2019-04-16 07:30:38,007 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 283, file CholeskyDecompositionImpl.java
2019-04-16 07:30:38,026 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 102, file EigenDecompositionImpl.java
2019-04-16 07:30:38,026 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 152, file EigenDecompositionImpl.java
2019-04-16 07:30:38,026 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 150, file EigenDecompositionImpl.java
2019-04-16 07:30:38,027 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 165, file EigenDecompositionImpl.java
2019-04-16 07:30:38,027 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 179, file EigenDecompositionImpl.java
2019-04-16 07:30:38,027 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 189, file EigenDecompositionImpl.java
2019-04-16 07:30:38,029 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 286, file EigenDecompositionImpl.java
2019-04-16 07:30:38,031 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 291, file EigenDecompositionImpl.java
2019-04-16 07:30:38,046 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 326, file EigenDecompositionImpl.java
2019-04-16 07:30:38,048 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 361, file EigenDecompositionImpl.java
2019-04-16 07:30:38,061 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 392, file EigenDecompositionImpl.java
2019-04-16 07:30:38,061 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 462, file EigenDecompositionImpl.java
2019-04-16 07:30:38,062 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 465, file EigenDecompositionImpl.java
2019-04-16 07:30:38,062 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 472, file EigenDecompositionImpl.java
2019-04-16 07:30:38,063 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 475, file EigenDecompositionImpl.java
2019-04-16 07:30:38,063 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 470, file EigenDecompositionImpl.java
2019-04-16 07:30:38,063 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 487, file EigenDecompositionImpl.java
